學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間學制學生數,日間專任教師(含助教),日間生師比
112,公立,一般大學,0005,國立成功大學,21500,1081,19.89
112,公立,一般大學,0006,國立中興大學,12975,864,15.02
112,公立,一般大學,0007,國立陽明交通大學,19491,1139,17.11
112,公立,一般大學,0008,國立中央大學,10981,634,17.32
112,公立,一般大學,0009,國立中山大學,9294,614,15.14
112,公立,一般大學,0012,國立臺灣海洋大學,8029,433,18.54
112,公立,一般大學,0013,國立中正大學,10072,519,19.41
112,公立,一般大學,0014,國立高雄師範大學,5976,271,22.05
112,公立,一般大學,0015,國立彰化師範大學,7240,364,19.89
112,公立,一般大學,0017,國立臺北大學,7700,396,19.44
112,公立,一般大學,0018,國立嘉義大學,8970,485,18.49
112,公立,一般大學,0019,國立高雄大學,5475,231,23.70
112,公立,一般大學,0020,國立東華大學,9838,460,21.39
112,公立,一般大學,0021,國立暨南國際大學,6030,262,23.02
112,公立,技專校院,0022,國立臺灣科技大學,10811,551,19.62
112,公立,技專校院,0023,國立雲林科技大學,9290,413,22.49
112,公立,技專校院,0024,國立屏東科技大學,8937,433,20.64
112,公立,技專校院,0025,國立臺北科技大學,10858,494,21.98
112,公立,一般大學,0028,國立臺北藝術大學,3020,169,17.87
112,公立,一般大學,0029,國立臺灣藝術大學,3357,160,20.98
112,公立,一般大學,0030,國立臺東大學,4095,212,19.32
112,公立,一般大學,0031,國立宜蘭大學,5040,238,21.18
112,公立,一般大學,0032,國立聯合大學,6642,284,23.39
112,公立,技專校院,0033,國立虎尾科技大學,9270,370,25.05
112,公立,一般大學,0035,國立臺南藝術大學,1584,102,15.53
112,公立,一般大學,0036,國立臺南大學,5137,221,23.24
112,公立,一般大學,0037,國立臺北教育大學,4950,232,21.34
112,公立,一般大學,0039,國立臺中教育大學,4334,203,21.35
112,公立,技專校院,0042,國立澎湖科技大學,2444,137,17.84
112,公立,技專校院,0043,國立勤益科技大學,7988,337,23.70
112,公立,一般大學,0044,國立體育大學,2452,100,24.52
112,公立,技專校院,0046,國立臺北護理健康大學,4385,212,20.68
112,公立,技專校院,0047,國立高雄餐旅大學,3308,155,21.34
112,公立,一般大學,0048,國立金門大學,3272,144,22.72
112,公立,一般大學,0049,國立臺灣體育運動大學,2662,126,21.13
112,公立,技專校院,0050,國立臺中科技大學,11095,453,24.49
112,公立,技專校院,0051,國立臺北商業大學,5013,236,21.24
112,公立,一般大學,0052,國立屏東大學,7528,341,22.08
112,公立,技專校院,0053,國立高雄科技大學,21971,859,25.58
112,公立,技專校院,0144,國立臺灣戲曲學院,501,36,13.92
112,公立,技專校院,0221,國立臺南護理專科學校,1945,99,19.65
112,公立,技專校院,0222,國立臺東專科學校,599,59,10.15
112,私立,一般大學,1001,東海大學,14579,528,27.61
112,私立,一般大學,1002,輔仁大學,20415,718,28.43
112,私立,一般大學,1003,東吳大學,13329,415,32.12
112,私立,一般大學,1004,中原大學,15732,510,30.85
112,私立,一般大學,1005,淡江大學學校財團法人淡江大學,21236,685,31.00
112,私立,一般大學,1006,中國文化大學,17987,621,28.96
112,私立,一般大學,1007,逢甲大學,19490,650,29.98
112,私立,一般大學,1008,靜宜大學,10611,333,31.86
112,私立,一般大學,1009,長庚大學,6925,606,11.43
112,私立,一般大學,1010,元智大學,8238,298,27.64
112,私立,一般大學,1011,中華大學學校財團法人中華大學,3445,165,20.88
112,私立,一般大學,1012,大葉大學,4167,258,16.15
112,私立,一般大學,1013,華梵學校財團法人華梵大學,792,67,11.82
112,私立,一般大學,1014,義守大學,10675,479,22.29
112,私立,一般大學,1015,世新大學,9704,299,32.45
112,私立,一般大學,1016,銘傳大學,16796,528,31.81
112,私立,一般大學,1017,實踐大學,9466,303,31.24
112,私立,技專校院,1018,朝陽科技大學,11814,392,30.14
112,私立,一般大學,1019,高雄醫學大學,6400,526,12.17
112,私立,一般大學,1020,南華大學,4231,179,23.64
112,私立,一般大學,1021,真理大學,3270,197,16.60
112,私立,一般大學,1022,大同大學,3476,125,27.81
112,私立,技專校院,1023,南臺學校財團法人南臺科技大學,12215,488,25.03
112,私立,技專校院,1024,崑山科技大學,6105,259,23.57
112,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,7723,315,24.52
112,私立,技專校院,1026,樹德科技大學,6298,263,23.95
112,私立,一般大學,1027,慈濟學校財團法人慈濟大學,2809,238,11.80
112,私立,一般大學,1028,臺北醫學大學,5842,707,8.26
112,私立,一般大學,1029,中山醫學大學,6818,405,16.83
112,私立,技專校院,1030,龍華科技大學,8497,268,31.71
112,私立,技專校院,1031,輔英科技大學,7123,289,24.65
112,私立,技專校院,1032,明新學校財團法人明新科技大學,6482,292,22.20
112,私立,一般大學,1033,長榮大學,5377,272,19.77
112,私立,技專校院,1034,弘光科技大學,7935,318,24.95
112,私立,一般大學,1035,中國醫藥大學,7268,517,14.06
112,私立,技專校院,1036,健行學校財團法人健行科技大學,5846,257,22.75
112,私立,技專校院,1037,正修學校財團法人正修科技大學,8299,398,20.85
112,私立,技專校院,1038,萬能學校財團法人萬能科技大學,5155,212,24.32
112,私立,一般大學,1039,玄奘大學,1366,100,13.66
112,私立,技專校院,1040,建國科技大學,2215,155,14.29
112,私立,技專校院,1041,明志科技大學,4191,210,19.96
112,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,722,112,6.45
112,私立,技專校院,1043,大仁科技大學,2398,123,19.50
112,私立,技專校院,1044,聖約翰科技大學,412,59,6.98
112,私立,技專校院,1045,嶺東科技大學,6190,236,26.23
112,私立,技專校院,1046,中國科技大學,4620,201,22.99
112,私立,技專校院,1047,中臺科技大學,3973,206,19.29
112,私立,一般大學,1048,亞洲大學,9988,362,27.59
112,私立,一般大學,1049,開南大學,2915,162,17.99
112,私立,一般大學,1050,佛光大學,2658,144,18.46
112,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,7869,298,26.41
112,私立,技專校院,1052,中信金學校財團法人中信科技大學,1433,105,13.65
112,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2804,171,16.40
112,私立,技專校院,1054,景文科技大學,3617,138,26.21
112,私立,技專校院,1055,中華醫事科技大學,6195,250,24.78
112,私立,技專校院,1056,東南科技大學,3104,126,24.63
112,私立,技專校院,1057,德明財經科技大學,5121,196,26.13
112,私立,一般大學,1058,明道學校財團法人明道大學,446,61,7.31
112,私立,技專校院,1060,南開科技大學,1644,94,17.49
112,私立,技專校院,1061,中華學校財團法人中華科技大學,1906,115,16.57
112,私立,技專校院,1062,僑光科技大學,4918,193,25.48
112,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1229,76,16.17
112,私立,技專校院,1064,美和學校財團法人美和科技大學,3232,159,20.33
112,私立,技專校院,1065,吳鳳科技大學,2258,119,18.97
112,私立,技專校院,1066,環球學校財團法人環球科技大學,709,92,7.71
112,私立,技專校院,1069,修平學校財團法人修平科技大學,2224,135,16.47
112,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4814,320,15.04
112,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,6877,200,34.39
112,私立,技專校院,1072,大華學校財團法人敏實科技大學,580,32,18.13
112,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,5141,185,27.79
112,私立,技專校院,1075,文藻學校財團法人文藻外語大學,6227,248,25.11
112,私立,技專校院,1076,華夏學校財團法人華夏科技大學,992,65,15.26
112,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,2669,170,15.70
112,私立,技專校院,1078,致理學校財團法人致理科技大學,8072,265,30.46
112,私立,一般大學,1079,康寧學校財團法人康寧大學,2832,99,28.61
112,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,2518,151,16.68
112,私立,技專校院,1081,東方學校財團法人東方設計大學,274,52,5.27
112,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,1145,54,21.20
112,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2821,130,21.70
112,私立,技專校院,1084,亞東學校財團法人亞東科技大學,3708,128,28.97
112,私立,一般大學,1125,中信學校財團法人中信金融管理學院,913,56,16.30
112,私立,技專校院,1148,大漢技術學院,170,24,7.08
112,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,931,60,15.52
112,私立,技專校院,1183,黎明技術學院,3423,141,24.28
112,私立,技專校院,1185,德育學校財團法人德育護理健康學院,2498,117,21.35
112,私立,技專校院,1188,大同技術學院,85,24,3.54
112,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,822,134,6.13
112,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,324,25,12.96
112,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,3932,152,25.87
112,私立,技專校院,1283,仁德醫護管理專科學校,5465,215,25.42
112,私立,技專校院,1284,樹人醫護管理專科學校,6713,222,30.24
112,私立,技專校院,1285,慈惠醫護管理專科學校,1998,105,19.03
112,私立,技專校院,1286,耕莘健康管理專科學校,3940,150,26.27
112,私立,技專校院,1287,敏惠醫護管理專科學校,3486,111,31.41
112,私立,技專校院,1289,育英醫護管理專科學校,1833,67,27.36
112,私立,技專校院,1291,聖母醫護管理專科學校,1468,73,20.11
112,私立,技專校院,1292,新生醫護管理專科學校,5978,226,26.45
112,私立,技專校院,1293,崇仁醫護管理專科學校,3017,118,25.57
112,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,45,10,4.50
112,私立,宗教研修學院,1R03,臺北基督學院,46,6,7.67
112,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,33,9,3.67
112,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,106,15,7.07
112,私立,宗教研修學院,1R06,一貫道崇德學院,54,6,9.00
112,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,59,10,5.90
112,私立,宗教研修學院,1R08,中華福音神學研究學院,56,14,4.00
112,私立,宗教研修學院,1R09,唯心聖教學院,60,6,10.00
112,公立,一般大學,3002,臺北市立大學,6813,322,21.16
113,公立,一般大學,0001,國立政治大學,15035,719,20.91
113,公立,一般大學,0002,國立清華大學,16854,861,19.57
113,公立,一般大學,0003,國立臺灣大學,32858,2082,15.78
113,公立,一般大學,0004,國立臺灣師範大學,14291,822,17.39
113,公立,一般大學,0005,國立成功大學,21778,1300,16.75
113,公立,一般大學,0006,國立中興大學,13259,879,15.08
113,公立,一般大學,0007,國立陽明交通大學,20133,1150,17.51
113,公立,一般大學,0008,國立中央大學,11078,631,17.56
113,公立,一般大學,0009,國立中山大學,9970,632,15.78
113,公立,一般大學,0012,國立臺灣海洋大學,8001,433,18.48
113,公立,一般大學,0013,國立中正大學,10085,532,18.96
113,公立,一般大學,0014,國立高雄師範大學,5921,273,21.69
113,公立,一般大學,0015,國立彰化師範大學,7320,361,20.28
113,公立,一般大學,0017,國立臺北大學,7817,398,19.64
113,公立,一般大學,0018,國立嘉義大學,8923,486,18.36
113,公立,一般大學,0019,國立高雄大學,5473,232,23.59
113,公立,一般大學,0020,國立東華大學,9726,463,21.01
113,公立,一般大學,0021,國立暨南國際大學,6150,267,23.03
113,公立,技專校院,0022,國立臺灣科技大學,11012,568,19.39
113,公立,技專校院,0023,國立雲林科技大學,9458,399,23.70
113,公立,技專校院,0024,國立屏東科技大學,8695,435,19.99
113,公立,技專校院,0025,國立臺北科技大學,10958,491,22.32
113,公立,一般大學,0028,國立臺北藝術大學,3024,172,17.58
113,公立,一般大學,0029,國立臺灣藝術大學,3355,166,20.21
113,公立,一般大學,0030,國立臺東大學,4017,208,19.31
113,公立,一般大學,0031,國立宜蘭大學,4933,234,21.08
113,公立,一般大學,0032,國立聯合大學,6571,278,23.64
113,公立,技專校院,0033,國立虎尾科技大學,9479,363,26.11
113,公立,一般大學,0035,國立臺南藝術大學,1550,101,15.35
113,公立,一般大學,0036,國立臺南大學,5152,209,24.65
113,公立,一般大學,0037,國立臺北教育大學,4949,234,21.15
113,公立,一般大學,0039,國立臺中教育大學,4354,201,21.66
113,公立,技專校院,0042,國立澎湖科技大學,2172,134,16.21
113,公立,技專校院,0043,國立勤益科技大學,8229,348,23.65
113,公立,一般大學,0044,國立體育大學,2462,96,25.65
113,公立,技專校院,0046,國立臺北護理健康大學,4377,230,19.03
113,公立,技專校院,0047,國立高雄餐旅大學,3190,156,20.45
113,公立,一般大學,0048,國立金門大學,3085,148,20.84
113,公立,一般大學,0049,國立臺灣體育運動大學,2639,125,21.11
113,公立,技專校院,0050,國立臺中科技大學,11262,442,25.48
113,公立,技專校院,0051,國立臺北商業大學,5039,234,21.53
113,公立,一般大學,0052,國立屏東大學,7561,340,22.24
113,公立,技專校院,0053,國立高雄科技大學,21760,864,25.19
113,公立,技專校院,0144,國立臺灣戲曲學院,449,39,11.51
113,公立,技專校院,0221,國立臺南護理專科學校,1950,101,19.31
113,公立,技專校院,0222,國立臺東專科學校,517,57,9.07
113,私立,一般大學,1001,東海大學,14563,526,27.69
113,私立,一般大學,1002,輔仁大學,20496,711,28.83
113,私立,一般大學,1003,東吳大學,13247,406,32.63
113,私立,一般大學,1004,中原大學,15576,518,30.07
113,私立,一般大學,1005,淡江大學學校財團法人淡江大學,21051,671,31.37
113,私立,一般大學,1006,中國文化大學,16192,572,28.31
113,私立,一般大學,1007,逢甲大學,19548,647,30.21
113,私立,一般大學,1008,靜宜大學,10184,316,32.23
113,私立,一般大學,1009,長庚大學,7062,611,11.56
113,私立,一般大學,1010,元智大學,8602,290,29.66
113,私立,一般大學,1011,中華大學學校財團法人中華大學,3022,163,18.54
113,私立,一般大學,1012,大葉大學,3346,233,14.36
113,私立,一般大學,1013,華梵學校財團法人華梵大學,840,62,13.55
113,私立,一般大學,1014,義守大學,9948,440,22.61
113,私立,一般大學,1015,世新大學,9793,303,32.32
113,私立,一般大學,1016,銘傳大學,16629,526,31.61
113,私立,一般大學,1017,實踐大學,9201,290,31.73
113,私立,技專校院,1018,朝陽科技大學,11991,390,30.75
113,私立,一般大學,1019,高雄醫學大學,6456,512,12.61
113,私立,一般大學,1020,南華大學,4054,177,22.90
113,私立,一般大學,1021,真理大學,2314,170,13.61
113,私立,一般大學,1022,大同大學,3370,115,29.30
113,私立,技專校院,1023,南臺學校財團法人南臺科技大學,12157,472,25.76
113,私立,技專校院,1024,崑山科技大學,6081,246,24.72
113,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,7272,301,24.16
113,私立,技專校院,1026,樹德科技大學,5955,250,23.82
113,私立,一般大學,1027,慈濟學校財團法人慈濟大學,5125,364,14.08
113,私立,一般大學,1028,臺北醫學大學,5907,719,8.22
113,私立,一般大學,1029,中山醫學大學,6893,410,16.81
113,私立,技專校院,1030,龍華科技大學,9149,260,35.19
113,私立,技專校院,1031,輔英科技大學,6885,274,25.13
113,私立,技專校院,1032,明新學校財團法人明新科技大學,6658,278,23.95
113,私立,一般大學,1033,長榮大學,4495,263,17.09
113,私立,技專校院,1034,弘光科技大學,7826,311,25.16
113,私立,一般大學,1035,中國醫藥大學,7407,507,14.61
113,私立,技專校院,1036,健行學校財團法人健行科技大學,5424,235,23.08
113,私立,技專校院,1037,正修學校財團法人正修科技大學,8227,364,22.60
113,私立,技專校院,1038,萬能學校財團法人萬能科技大學,5393,200,26.97
113,私立,一般大學,1039,玄奘大學,1158,100,11.58
113,私立,技專校院,1040,建國科技大學,2109,137,15.39
113,私立,技專校院,1041,明志科技大學,4292,207,20.73
113,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,833,79,10.54
113,私立,技專校院,1043,大仁科技大學,2330,122,19.10
113,私立,技專校院,1044,聖約翰科技大學,280,51,5.49
113,私立,技專校院,1045,嶺東科技大學,5993,224,26.75
113,私立,技專校院,1046,中國科技大學,4220,198,21.31
113,私立,技專校院,1047,中臺科技大學,3942,205,19.23
113,私立,一般大學,1048,亞洲大學,10098,379,26.64
113,私立,一般大學,1049,開南大學,3289,147,22.37
113,私立,一般大學,1050,佛光大學,2414,137,17.62
113,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,7623,287,26.56
113,私立,技專校院,1052,中信金學校財團法人中信科技大學,1141,91,12.54
113,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2580,147,17.55
113,私立,技專校院,1054,景文科技大學,3405,124,27.46
113,私立,技專校院,1055,中華醫事科技大學,5920,238,24.87
113,私立,技專校院,1056,東南科技大學,3052,103,29.63
113,私立,技專校院,1057,德明財經科技大學,4702,176,26.72
113,私立,技專校院,1060,南開科技大學,1597,83,19.24
113,私立,技專校院,1061,中華學校財團法人中華科技大學,1595,103,15.49
113,私立,技專校院,1062,僑光科技大學,4858,183,26.55
113,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1706,67,25.46
113,私立,技專校院,1064,美和學校財團法人美和科技大學,2986,168,17.77
113,私立,技專校院,1065,吳鳳科技大學,2436,106,22.98
113,私立,技專校院,1069,修平學校財團法人修平科技大學,2041,125,16.33
113,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4734,320,14.79
113,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,7448,187,39.83
113,私立,技專校院,1072,大華學校財團法人敏實科技大學,875,35,25.00
113,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4771,174,27.42
113,私立,技專校院,1075,文藻學校財團法人文藻外語大學,6041,245,24.66
113,私立,技專校院,1076,華夏學校財團法人華夏科技大學,582,34,17.12
113,私立,技專校院,1078,致理學校財團法人致理科技大學,8185,263,31.12
113,私立,一般大學,1079,康寧學校財團法人康寧大學,2835,95,29.84
113,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,2831,132,21.45
113,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,1114,52,21.42
113,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2586,118,21.92
113,私立,技專校院,1084,亞東學校財團法人亞東科技大學,3821,133,28.73
113,私立,一般大學,1125,中信學校財團法人中信金融管理學院,868,55,15.78
113,私立,技專校院,1148,大漢技術學院,95,17,5.59
113,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,780,57,13.68
113,私立,技專校院,1183,黎明技術學院,3579,135,26.51
113,私立,技專校院,1185,德育學校財團法人德育護理健康學院,2285,110,20.77
113,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,896,137,6.54
113,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,323,24,13.46
113,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,3938,146,26.97
113,私立,技專校院,1283,仁德醫護管理專科學校,5057,208,24.31
113,私立,技專校院,1284,樹人醫護管理專科學校,6669,217,30.73
113,私立,技專校院,1285,慈惠醫護管理專科學校,1652,89,18.56
113,私立,技專校院,1286,耕莘健康管理專科學校,3774,138,27.35
113,私立,技專校院,1287,敏惠醫護管理專科學校,3209,100,32.09
113,私立,技專校院,1289,育英醫護管理專科學校,1704,64,26.63
113,私立,技專校院,1291,聖母醫護管理專科學校,1295,71,18.24
113,私立,技專校院,1292,新生醫護管理專科學校,5878,223,26.36
113,私立,技專校院,1293,崇仁醫護管理專科學校,2957,110,26.88
113,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,47,9,5.22
113,私立,宗教研修學院,1R03,臺北基督學院,28,8,3.50
113,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,13,5,2.60
113,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,101,16,6.31
113,私立,宗教研修學院,1R06,一貫道崇德學院,66,6,11.00
113,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,53,11,4.82
113,私立,宗教研修學院,1R08,中華福音神學研究學院,54,13,4.15
113,私立,宗教研修學院,1R09,唯心聖教學院,81,6,13.50
113,公立,一般大學,3002,臺北市立大學,6813,322,21.16
114,公立,一般大學,0001,國立政治大學,14869,714,20.82
114,公立,一般大學,0002,國立清華大學,17008,871,19.53
114,公立,一般大學,0003,國立臺灣大學,33272,2084,15.97
114,公立,一般大學,0004,國立臺灣師範大學,14501,821,17.66
114,公立,一般大學,0005,國立成功大學,21823,1291,16.90
114,公立,一般大學,0006,國立中興大學,13369,873,15.31
114,公立,一般大學,0007,國立陽明交通大學,20509,1173,17.48
114,公立,一般大學,0008,國立中央大學,11133,631,17.64
114,公立,一般大學,0009,國立中山大學,10240,618,16.57
114,公立,一般大學,0012,國立臺灣海洋大學,7981,424,18.82
114,公立,一般大學,0013,國立中正大學,9977,534,18.68
114,公立,一般大學,0014,國立高雄師範大學,5881,266,22.11
114,公立,一般大學,0015,國立彰化師範大學,7438,356,20.89
114,公立,一般大學,0017,國立臺北大學,7846,395,19.86
114,公立,一般大學,0018,國立嘉義大學,8767,473,18.53
114,公立,一般大學,0019,國立高雄大學,5339,227,23.52
114,公立,一般大學,0020,國立東華大學,9520,458,20.79
114,公立,一般大學,0021,國立暨南國際大學,6079,268,22.68
114,公立,技專校院,0022,國立臺灣科技大學,11351,583,19.47
114,公立,技專校院,0023,國立雲林科技大學,9539,406,23.50
114,公立,技專校院,0024,國立屏東科技大學,8523,431,19.77
114,公立,技專校院,0025,國立臺北科技大學,10930,487,22.44
114,公立,一般大學,0028,國立臺北藝術大學,2986,169,17.67
114,公立,一般大學,0029,國立臺灣藝術大學,3376,171,19.74
114,公立,一般大學,0030,國立臺東大學,3886,205,18.96
114,公立,一般大學,0031,國立宜蘭大學,4815,231,20.84
114,公立,一般大學,0032,國立聯合大學,6449,273,23.62
114,公立,技專校院,0033,國立虎尾科技大學,9696,366,26.49
114,公立,一般大學,0035,國立臺南藝術大學,1587,95,16.71
114,公立,一般大學,0036,國立臺南大學,5202,198,26.27
114,公立,一般大學,0037,國立臺北教育大學,4897,229,21.38
114,公立,一般大學,0039,國立臺中教育大學,4382,205,21.38
114,公立,技專校院,0042,國立澎湖科技大學,1997,130,15.36
114,公立,技專校院,0043,國立勤益科技大學,8399,330,25.45
114,公立,一般大學,0044,國立體育大學,2431,103,23.60
114,公立,技專校院,0046,國立臺北護理健康大學,4443,222,20.01
114,公立,技專校院,0047,國立高雄餐旅大學,3185,148,21.52
114,公立,一般大學,0048,國立金門大學,2943,146,20.16
114,公立,一般大學,0049,國立臺灣體育運動大學,2612,123,21.24
114,公立,技專校院,0050,國立臺中科技大學,11410,438,26.05
114,公立,技專校院,0051,國立臺北商業大學,5080,230,22.09
114,公立,一般大學,0052,國立屏東大學,7598,330,23.02
114,公立,技專校院,0053,國立高雄科技大學,21720,857,25.34
114,公立,技專校院,0144,國立臺灣戲曲學院,410,39,10.51
114,公立,技專校院,0221,國立臺南護理專科學校,1952,104,18.77
114,公立,技專校院,0222,國立臺東專科學校,399,55,7.25
114,私立,一般大學,1001,東海大學,14645,434,33.74
114,私立,一般大學,1002,輔仁大學,20606,706,29.19
114,私立,一般大學,1003,東吳大學,13272,424,31.30
114,私立,一般大學,1004,中原大學,15518,524,29.61
114,私立,一般大學,1005,淡江大學學校財團法人淡江大學,20867,670,31.14
114,私立,一般大學,1006,中國文化大學,15336,532,28.83
114,私立,一般大學,1007,逢甲大學,19572,652,30.02
114,私立,一般大學,1008,靜宜大學,10074,309,32.60
114,私立,一般大學,1009,長庚大學,7105,625,11.37
114,私立,一般大學,1010,元智大學,8880,308,28.83
114,私立,一般大學,1011,中華大學學校財團法人中華大學,2937,151,19.45
114,私立,一般大學,1012,大葉大學,2941,228,12.90
114,私立,一般大學,1013,華梵學校財團法人華梵大學,849,55,15.44
114,私立,一般大學,1014,義守大學,9360,410,22.83
114,私立,一般大學,1015,世新大學,9769,304,32.13
114,私立,一般大學,1016,銘傳大學,16591,521,31.84
114,私立,一般大學,1017,實踐大學,8941,275,32.51
114,私立,技專校院,1018,朝陽科技大學,12175,389,31.30
114,私立,一般大學,1019,高雄醫學大學,6361,527,12.07
114,私立,一般大學,1020,南華大學,3905,184,21.22
114,私立,一般大學,1021,真理大學,1785,155,11.52
114,私立,一般大學,1022,大同大學,3201,111,28.84
114,私立,技專校院,1023,南臺學校財團法人南臺科技大學,12362,459,26.93
114,私立,技專校院,1024,崑山科技大學,6062,233,26.02
114,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,6967,287,24.28
114,私立,技專校院,1026,樹德科技大學,5477,234,23.41
114,私立,一般大學,1027,慈濟學校財團法人慈濟大學,4823,380,12.69
114,私立,一般大學,1028,臺北醫學大學,5978,734,8.14
114,私立,一般大學,1029,中山醫學大學,6823,399,17.10
114,私立,技專校院,1030,龍華科技大學,9355,254,36.83
114,私立,技專校院,1031,輔英科技大學,6582,254,25.91
114,私立,技專校院,1032,明新學校財團法人明新科技大學,6710,264,25.42
114,私立,一般大學,1033,長榮大學,3839,232,16.55
114,私立,技專校院,1034,弘光科技大學,8071,308,26.20
114,私立,一般大學,1035,中國醫藥大學,7441,506,14.71
114,私立,技專校院,1036,健行學校財團法人健行科技大學,5039,216,23.33
114,私立,技專校院,1037,正修學校財團法人正修科技大學,8148,351,23.21
114,私立,技專校院,1038,萬能學校財團法人萬能科技大學,5622,209,26.90
114,私立,一般大學,1039,玄奘大學,1129,93,12.14
114,私立,技專校院,1040,建國科技大學,2268,132,17.18
114,私立,技專校院,1041,明志科技大學,4430,212,20.90
114,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,977,75,13.03
114,私立,技專校院,1043,大仁科技大學,2244,116,19.34
114,私立,技專校院,1044,聖約翰科技大學,449,47,9.55
114,私立,技專校院,1045,嶺東科技大學,5889,213,27.65
114,私立,技專校院,1046,中國科技大學,4096,182,22.51
114,私立,技專校院,1047,中臺科技大學,3946,192,20.55
114,私立,一般大學,1048,亞洲大學,10106,377,26.81
114,私立,一般大學,1049,開南大學,3061,142,21.56
114,私立,一般大學,1050,佛光大學,2307,135,17.09
114,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,7366,266,27.69
114,私立,技專校院,1052,中信金學校財團法人中信科技大學,1162,91,12.77
114,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2653,145,18.30
114,私立,技專校院,1054,景文科技大學,3224,114,28.28
114,私立,技專校院,1055,中華醫事科技大學,5637,217,25.98
114,私立,技專校院,1056,東南科技大學,3252,104,31.27
114,私立,技專校院,1057,德明財經科技大學,4150,162,25.62
114,私立,技專校院,1060,南開科技大學,1625,75,21.67
114,私立,技專校院,1061,中華學校財團法人中華科技大學,1513,94,16.10
114,私立,技專校院,1062,僑光科技大學,4549,174,26.14
114,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1877,73,25.71
114,私立,技專校院,1064,美和學校財團法人美和科技大學,2730,165,16.55
114,私立,技專校院,1065,吳鳳科技大學,2337,100,23.37
114,私立,技專校院,1069,修平學校財團法人修平科技大學,2036,112,18.18
114,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4668,314,14.87
114,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,7103,193,36.80
114,私立,技專校院,1072,大華學校財團法人敏實科技大學,1395,35,39.86
114,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4692,158,29.70
114,私立,技專校院,1075,文藻學校財團法人文藻外語大學,5866,233,25.18
114,私立,技專校院,1076,華夏學校財團法人華夏科技大學,259,16,16.19
114,私立,技專校院,1078,致理學校財團法人致理科技大學,8321,261,31.88
114,私立,一般大學,1079,康寧學校財團法人康寧大學,2669,93,28.70
114,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,2954,123,24.02
114,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,1054,50,21.08
114,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,2402,109,22.04
114,私立,技專校院,1084,亞東學校財團法人亞東科技大學,4073,134,30.40
114,私立,一般大學,1085,馬偕學校財團法人馬偕醫學大學,956,136,7.03
114,私立,一般大學,1125,中信學校財團法人中信金融管理學院,894,61,14.66
